relativePath,size,md5,sha256,gameType,language,isRequired,metadata
!HotkeysLeikeze.big,284426,7c0a710f49ca1c3a25daf7761fd187b5,368db0e6cac56d0694e615fd1fe2492653f012386e512665114ecdbc8ce28ae5,Generals,EN,False,"{""category"":""other""}"
00000000.016,153716,aebed2f8fa6f42b8c76929dfc8f90a00,ef61474057b21db70ae4356c3f22c088e583b3fd00c0b21da0c298949e8c3d62,Generals,EN,False,"{""category"":""other""}"
00000000.256,308276,e8caed1e8eb521287cad86cbcb6edf5c,2d1f66e232557e775e636f8b8976422e330223e70a50f0535cc6b2e5ea03903f,Generals,EN,False,"{""category"":""other""}"
311_ExpandedLANLobbyMenu.big,104060,00e46ab982c583cc3305666be3cfb1cb,0486bb43d68c93e6d68ad31641f71798aecbf563d7503b19135c9461a48296de,Generals,EN,False,"{""category"":""other""}"
341_ControlBarPro.big,15602515,ca809a18a61d60462aa3921f862433d9,411225a1967860455ee1bd5ec456c39aa44bbbc837286da561905ca51deba66f,Generals,EN,False,"{""category"":""other""}"
Audio.big,127940044,c4d80fc87dc13eacd9dbf2a981b194a3,d522df264149e3e27fd46f027548cc38bd60614a43666555219b7b1d45fb3bad,Generals,EN,False,"{""category"":""other""}"
AudioEnglish.big,104744592,fc015ddbe16ac6b4d39a85f5612d7233,39d67dba96111178fcceefae2bedb2dc65b55b968741162c714b333c0b0f5f2e,Generals,EN,False,"{""category"":""other""}"
BINKW32.DLL,362760,837f5131bc799a0655ab8197e6035fc5,65a5b16c9ef9ac30ece4b20787dbd923483da942577c54684bc85ecc6214dfbc,Generals,EN,False,"{""category"":""other""}"
BrowserEngine.dll.bak,360144,8de50d85465a9241d07da13e7c3f92cf,df4b2672c4a148a2ca2af67b2cafccf14cad2f0e0466a2306f1bb8f8848395ad,Generals,EN,False,"{""category"":""other""}"
Core/Activation.dll,2574896,24b99dcfcfa8cfc86e54cd978a5c44f8,61a5c959e1b6a2c284218aa4494d616d54b83c982de4a5a10047f07f44c5780f,Generals,EN,False,"{""category"":""other""}"
Core/Activation64.dll,3031088,038fd144b4ac5addce4ec2044beae754,a073118dd286ffa10e527e2a37e41d2482c74a12a537188736bee0a72e85ee30,Generals,EN,False,"{""category"":""other""}"
d3d8.cfg,23,0942cd1dda84a096cbc59f58b98d3def,05a1409c8de13b698beffb7a653512f6f7adc34a234a145d1395f65bd334b258,Generals,EN,False,"{""category"":""other""}"
d3d8.dll,3843584,8a88058ccb6d2512df70b4c1c80e1317,be5276180d04b3de9abd20aeaf2c1f65a2b65c800233ce49d5e77f1ab42441f7,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttack_S.ani,1666,548a3180cc4fadcdf669ea455e6e1921,8e1a57bd031bc8565775f78a162eb0b2f81444d464466e57d43838a116b38ab2,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/sccattack.ani,6398,6d899deaefe2228081f28073a9485ade,fa13992a0603390b0c8fa4200cfca7ee9eb0744cb55b87f49aebee55e5711216,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttMov_S.ani,1670,3bd9ee4b858660bbf45fa393dc1c04c5,b9c38e1c1a9294b3afcd029162a79bbbfc285770b5e1ff82998a604755ad7e19,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttMov.ani,5644,f06b765c53fda761aebe4f8b4045cd08,c6b2ac92c9d8d8a15bd411dc3e3cf6e276b081cef20035ca82647f0168085714,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCCashHack.ani,7896,19efb6c96fb3b30adfcf6d8ad6fa7981,b41565b664457a00d87efbd24b5681155967620df5ae64a54d28aa9780279385,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCEnter_S.ani,2446,f48af1584768ade129a8a6c4f049b452,858479b74fafd998f1496b69edf2e44245a0c2f8bc8dc6c7ecb9b90d62c7370f,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCEnter.ani,2440,20f9bc7c814947b4cec1349c4bb8bfb7,037ab0691bebf9b4a985d194d0619e9fefa0330a07d4c85bb5047c26d10c5787,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCExit.ani,2436,acf7171dfbe1f72d64c9c08a6a190469,590d419191ec781d97fa7e375498eb99270eeccf8d9ee75bb5c3c67e9dcb620a,Generals,EN,False,"{""category"":""other""}"
Data/Cursors/SCCFriendly_S.ani,6358,5578eda24455b8416ac223d29b4ce475,488b83907f2b12c35d1e3d688a3564acd309d4f2afa1185cade157aee40fc238,Generals,EN,False,"{""category"":""other""}"
